"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","Cluster","TeamSuccess","Tm","Year"
-4.28278990960427,13.5928702138744,-1.72430817101999,-0.432617275109323,-3.90274083690571,-5.45086572069806,2.46234911952306,0.811740746574344,-2.43624588812293,-2.34277488473788,0.229490711800588,0.379106405238222,-0.616947133317076,-2.87149680526412,-0.695478792926581,-1.14637647936275,-0.136067446449561,0.0756538766182246,-1.8347918214821,2.12997167428787,"3","1","Anaheim Angels","2000"
-1.86966336811835,4.20450409415574,4.40665645309395,6.95357280342058,-2.44049107991554,-1.85136098454152,2.33312351132486,0.386006955464826,2.36070462551023,-0.387307045668762,0.121608081262105,-4.85662356558455,-1.125516976002,0.173869474242971,1.74425270984544,1.62700353429459,1.18426857701571,-2.01039228037736,0.758406180226714,1.02880683691603,"3","1","Arizona Diamondbacks","2000"
-6.9984194676363,3.37649853155275,5.46614037745735,2.47712518171557,-2.75374317040629,-1.54739008205143,0.540791966198887,0.856968565640419,2.44452316175862,0.943574956086263,-1.11048076741667,-5.89244341165532,-0.78243289357979,-1.58960617179728,-0.988636956990505,-1.022370529915,-1.86987513471754,-0.401252380092963,-0.306655736705657,-0.0430459771324095,"3","2","Atlanta Braves","2000"
1.45962922697037,11.0891634737261,-0.0654390804473316,0.0500251030692678,-2.93022067513093,2.02706631347069,4.46069807845666,1.47910669607951,2.8457462798847,-1.66217017306865,1.0738891660064,-2.30353366145667,-1.2803050655031,-3.30783711369727,1.08936852966647,2.42969002548729,-1.63086443048592,1.72138177722677,-1.25635113289522,0.263238598136758,"3","1","Baltimore Orioles","2000"
-2.90488985373363,3.21629349577477,4.69158484729178,7.01977204293656,-0.824493519994032,-1.17309680288194,2.87696467496268,1.48273670421085,-0.324030512885817,-3.11058336596997,1.97328587695666,0.54327147141967,-2.38880917312499,0.616903017491036,2.07981607525129,-4.03946656291104,0.865856915997093,-1.83880632699405,0.343711725255018,2.08830265826989,"3","1","Boston Red Sox","2000"
4.16889943913218,8.32554123445249,0.371952385636286,-0.0383684841703791,-1.23579274367311,-3.67213586178568,2.44607111580821,5.52025984690123,1.16764344122338,-1.46262919106591,3.59474090046319,-2.07243257278637,-0.714220952750918,0.836322249426779,1.1804962811863,1.51724113509858,-0.848844398673752,0.143771262290015,0.0661826666519305,-1.15121140364895,"1","1","Chicago Cubs","2000"
-8.12452529972392,12.6066051614493,-0.457644858477229,2.19271929740758,-1.55658724385351,-1.54794884069852,2.51368451210621,-2.47312566872274,-4.08988443850414,0.783743856672933,1.78651480066833,-0.0245384250767469,-0.560431303083769,-3.21014609640146,-1.32006484300943,-1.76182313384386,-0.640141425052156,1.26804603247802,0.375885312132708,0.232433289696313,"3","2","Chicago White Sox","2000"
-4.14642174579907,8.146729150785,3.07912000981719,1.38161118417033,3.19474692344665,-7.1788664339493,5.6358920124517,1.37956937110134,0.595000582571485,0.704477804988288,1.16078469641322,0.817720673715723,-4.08735112913142,-3.24400891163913,0.250744961444044,0.659396715558028,0.170406220080438,0.822970652324845,-0.137616121227647,0.798183131644817,"3","1","Cincinnati Reds","2000"
-10.2438655199093,12.3802377634133,-2.50947351163976,1.34362009629185,0.55807676674772,1.31707979729572,0.0864282599703625,0.999896038712121,0.262421205513081,1.38084137065946,2.86316957921842,0.383016355667367,-1.0482406065919,-2.04505336079199,2.19566491379556,-1.10471010521055,-2.318075874776,2.44688720637731,2.19341995082708,-0.443912730696816,"3","1","Cleveland Indians","2000"
-4.1177695011458,17.051164678616,2.24730227630107,8.07654387876082,0.0233105070009222,-7.61375302324814,-4.08682032670866,-3.92093153634247,2.4783729779283,1.28928348757215,2.36266586935208,-2.99431194615824,-0.83995693688953,-0.780907233825072,2.76551503606607,-3.472307119205,2.69689405810521,1.42786001923592,-0.87104522153328,-1.33819468586931,"3","1","Colorado Rockies","2000"
